1.6781137801667066e-11	10.25	23.811766973712704
9.43672726959132e-12	10.5	25.819257562800118
5.306661718241887e-12	10.75	27.17960975401141
2.9841551829730377e-12	11.0	28.036362889103728
1.6781137801667066e-12	11.25	28.551399070181024
9.43672726959132e-13	11.5	28.85241099403637
5.306661718241887e-13	11.75	29.025451936982023
2.984155182973038e-13	12.0	29.12398361310727
2.9841551829730376e-08	7.0	5.263554861585831
1.6781137801667067e-08	7.25	5.263554870659856
9.43672726959132e-09	7.5	5.263554876037996
5.306661718241887e-09	7.75	5.2635548726660994
#teff = 5722
2.984155182973038e-09	8.0	5.263554853439936
1.6781137801667067e-09	8.25	5.60636949953028
9.43672726959132e-10	8.5	6.808722523655943
5.306661718241887e-10	8.75	8.27922650785293
2.9841551829730376e-10	9.0	10.084885943934061
1.6781137801667066e-10	9.25	12.308127371256727
9.43672726959132e-11	9.5	15.004834030980767
5.3066617182418873e-11	9.75	18.069705998249937
2.984155182973038e-11	10.0	21.14847252987025
