1.6781137801667066e-11	10.25	20.08188822535357
9.43672726959132e-12	10.5	22.466434110162748
5.306661718241887e-12	10.75	24.21500317474227
2.9841551829730377e-12	11.0	25.376810369961024
1.6781137801667066e-12	11.25	26.099200725204888
9.43672726959132e-13	11.5	26.53006206305702
5.306661718241887e-13	11.75	26.780708398481934
2.984155182973038e-13	12.0	26.924407994079512
2.9841551829730376e-08	7.0	5.263554860515539
1.6781137801667067e-08	7.25	5.263554861066213
9.43672726959132e-09	7.5	5.2635548633484195
5.306661718241887e-09	7.75	5.263554866349737
#6022
2.984155182973038e-09	8.0	5.263554869104381
1.6781137801667067e-09	8.25	5.263554674983097
9.43672726959132e-10	8.5	5.263554856945122
5.306661718241887e-10	8.75	6.373517647765398
2.9841551829730376e-10	9.0	7.774177157500369
1.6781137801667066e-10	9.25	9.51272643023635
9.43672726959132e-11	9.5	11.677028263225758
5.3066617182418873e-11	9.75	14.302978022482627
2.984155182973038e-11	10.0	17.2318899093284
