#6122
2.984155182973038e-09	8.0	5.263554868846863
9.43672726959132e-10	8.5	5.263554859713035
5.306661718241887e-10	8.75	5.632184895319463
2.9841551829730376e-10	9.0	6.876675951360724
1.6781137801667066e-10	9.25	8.425969631465946
9.43672726959132e-11	9.5	10.367499593299806
5.3066617182418873e-11	9.75	12.76912990703624
2.984155182973038e-11	10.0	15.55566298984453
1.6781137801667066e-11	10.25	18.415537567879795
9.43672726959132e-12	10.5	20.939704564551285
5.306661718241887e-12	10.75	22.87374004510613
2.9841551829730377e-12	11.0	24.199880416046014
1.6781137801667066e-12	11.25	25.041600114504917
9.43672726959132e-13	11.5	25.550036455347307
5.306661718241887e-13	11.75	25.84804170717107
2.984155182973038e-13	12.0	26.0196389052812
2.9841551829730376e-08	7.0	5.263554860116024
1.6781137801667067e-08	7.25	5.263554860760235
9.43672726959132e-09	7.5	5.263554880794804
5.306661718241887e-09	7.75	5.2635548639530345
