Iteration_step	Porb	eccentricity	Wdisk	logQ	primary_mass	age	feh	secondary_mass	posterior_probability	acceptance_ratio	inital_orbital_period	initial_eccentricity	current_orbital_period	current_eccentricity	current_spin	delta_e	delta_p	bad_solution_flag	gsl_flag	
2	5.2520037543226605	0.041179684864019246	4.0410714912784425	8.33925233787761	0.9767040660023204	2.4123130321437896	-0.22663444706003327	0.48424987592395047	2.955404086737077e-07	8.482805033193075e-09	5.284529620319686	0.0418222292076243	5.252003754249586	0.041179684803523804	7.44482014892766	-7.30748794808278e-11	-6.049544198916124e-11	False	False
3	5.2520082524207705	0.026971123541255262	4.999970295763745	7.405634400517847	0.8471501683510745	2.77369942134697	-0.7212626859429763	0.42001705346846274	0.0	0.0	5.407459635687542	0.029440652434630024	5.2520082518951625	0.026971123553844987	5.2520082518951625	-5.256080015669795e-10	1.258972440187911e-11	False	False
4	5.252001028718888	0.05631684658494482	3.8853675918448785	8.266940039134639	0.9856100416212523	3.14299669085184	-0.16174090873315627	0.4886654586358169	0.59639858253383	0.017118244237432658	5.3128423573273125	0.057852816420915686	5.252001029530423	0.056316846711660304	6.716420802828607	8.11535727507362e-10	1.2671548532683374e-10	False	False
6	5.2519945617117925	0.03949408197433743	4.455256034431668	7.297585894921394	0.9399495301134895	1.8745009557856689	-0.5519168101059289	0.4660269770302681	nan	2.240612842310307	nan	nan	5.2519945617117925	0.03949408197433743	nan	nan	nan	False	True
7	5.252001034852463	0.034103953394649805	3.9810617750356543	7.477342570055377	1.0006419182522004	1.8532039345882616	-0.4093742699276204	0.49611826306944096	nan	2.240612842310307	nan	nan	5.252001034852463	0.034103953394649805	nan	nan	nan	False	True
8	5.251999476449469	0.04934869575803777	3.681103152124356	7.323941352414353	0.8791062965030296	2.77587159505918	-0.6565112770861813	0.43586090180620213	0.1617777252795267	0.002072404466511959	5.39953639992937	0.05398703679575185	5.245770230421568	0.04732858026875564	5.24577023042157	-0.006229246027900537	-0.0020201154892821316	False	False
9	5.251994210667284	0.03954093608990682	3.9989571610131236	8.098475435637106	0.8848287236193341	2.6011108942623142	-0.4584045784322872	0.4386980811704658	1.8706835525707586e-07	2.3963824086904243e-09	5.296423402272583	0.04035653592247959	5.251994212096655	0.03954093602053676	7.454565219032169	1.4293703998191631e-09	-6.937005830875975e-11	False	False
10	5.251986999407482	0.06055088563284177	2.275116313942786	7.470503375117189	0.9264666944898835	2.8313851496541504	-0.44294088712308055	0.4593421871280843	nan	2.3963824086904243e-09	5.255497891940803	0.06060263899536807	5.090233251316048	0.0526392877836547	nan	-0.16175374809143328	-0.007911597849187074	True	False
11	5.251991348714378	0.025628369944855258	4.256253694113874	7.0715196800690805	0.9217668737820891	1.9018955272269393	-0.4223934742942766	0.4570120160211598	0.02593094331726629	0.0003321804819465584	5.328692629484014	0.03058523523715273	5.264573976228122	0.025671371622508845	5.264573976228124	0.012582627513744171	4.300167765358687e-05	False	False
12	5.252008033680527	0.030967806674245757	3.7246883042155914	7.873741222312359	0.8722841422228268	1.715336236729311	-0.7217731643460805	0.43247847771407755	1.3467240597965386	0.01725179997344583	5.286029677016798	0.03154491267131266	5.252008028878952	0.030967806659320557	6.629808735164107	-4.801575137491909e-09	-1.4925199964821445e-11	False	False
13	5.252007615173466	0.05973162241347378	4.534248985192915	7.783015875779768	0.9179405509974534	3.0300389216553	-0.45888577692714305	0.45511492518453744	0.0	0.0	5.3860812985853315	0.06337258681409637	5.252007613013491	0.059731622434790646	5.252007613013493	-2.15997442154503e-09	2.1316864939890934e-11	False	False
14	5.252002030297705	0.0484561202190479	3.151087112906834	7.651597872290752	0.987077694322745	1.275000817974111	-0.4334464071580893	0.48939312084521697	nan	0.0	nan	nan	5.252002030297705	0.0484561202190479	nan	nan	nan	False	True
15	5.251990353965296	0.04171388997417524	3.7331848101593033	8.261233224785629	0.9554628961577767	3.453808602762723	-0.3659591077102828	0.4737185039150257	0.11834476706711819	0.0015160197328429805	5.316744167675872	0.042931934690808686	5.25199035423471	0.041713890043053876	6.843084133834671	2.694138245828981e-10	6.887863890359114e-11	False	False
16	5.251997716920278	0.053402323772330895	4.483500654671777	7.900073480937453	0.9149127879554164	3.0298121534867963	-0.773234481164147	0.4536137602682955	16.390367419687788	0.2099638290107156	5.347891514194359	0.055900077095052014	5.251997717036197	0.053402323787720245	5.63893460603751	1.1591883009032244e-10	1.5389349516947703e-11	False	False
