percentile	age	logQ	Pspin	error	mass	feh
3	0.4102513467014717	6.636303630363036	9.445502306247834	0.008502306247834213	1.170467158126424	0.0662071349791315
3.3	0.4521128068605482	6.59030903090309	9.438108482381375	0.0011084823813760636	1.1055136432954369	-0.04897694784383688
3.5	0.5072224722851433	7.003000300030003	9.437883625417065	0.0008836254170656588	1.0056304817308293	-0.1974018501040716
3.7	0.5734124645317422	6.795429542954295	9.437452439825202	0.0004524398252030437	1.0980086549773522	-0.11797239864990866
4	0.6502164609165494	7.305010501050106	9.437965914549288	0.0009659145492886267	1.0339282682239501	-0.13029969086750132
