percentile	age	logQ	Pspin	error	mass	feh
5	0.40997395534157655	5.869186918691869	14.090304811736916	0.013304811736915667	1.1747842595391011	0.40167580583792295
6	0.47650486106097656	5.953355335533553	14.077326287725288	0.00032628772528831007	0.9311726431126015	-0.1447605932296278
7	0.531488520161468	6.087728772877288	14.077080983097064	8.098309706383588e-05	0.8662905476815455	-0.24831788635017896
8	0.6454802889892522	6.374437443744375	14.077596003519103	0.0005960035191030499	0.9811850310180049	0.0196773715836642
10	0.778624736041853	6.612261226122612	14.078399714659138	0.0013997146591382403	1.0273052073928042	0.014886229866140244
