2.984155182973038e-11	10.0	18.67969132321836
1.6781137801667066e-11	10.25	21.4838056489528
9.43672726959132e-12	10.5	23.733193526747694
5.306661718241887e-12	10.75	25.329379584449576
2.9841551829730377e-12	11.0	26.366123320791754
1.6781137801667066e-12	11.25	27.00146966042283
9.43672726959132e-13	11.5	27.37709588532756
5.306661718241887e-13	11.75	27.59448356802679
2.984155182973038e-13	12.0	27.718744394561263
1.6781137801667065e-13	12.25	27.789270995240447
9.436727269591319e-14	12.5	27.829138705345617
5.306661718241887e-14	12.75	27.851624050690166
2.9841551829730376e-14	13.0	27.864289460301038
1.6781137801667067e-14	13.25	27.87141839684642
9.43672726959132e-15	13.5	27.875429378154156
5.306661718241888e-15	13.75	27.877685594373883
2.9841551829730377e-15	14.0	27.878954567854223
2.984155182973038e-06	5.0	5.263555026101541
1.6781137801667068e-06	5.25	5.263555105480653
2.984155182973038e-09	8.0	5.263554939593744
1.6781137801667067e-09	8.25	5.263554868875616
9.43672726959132e-10	8.5	5.785696216266163
5.306661718241887e-10	8.75	7.039229962646053
2.9841551829730376e-10	9.0	8.582547646411902
1.6781137801667066e-10	9.25	10.494231208102802
9.43672726959132e-11	9.5	12.856970460955898
5.3066617182418873e-11	9.75	15.664143840211594
