percentile	age	logQ	Pspin	error	mass	feh
3	0.3883588034262806	5.906590659065906	5.303388330179108	0.0013883301791084435	1.0385891695343354	-0.11394112444980009
3.2	0.41091256158961675	6.81018101810181	5.302373234782979	0.0003732347829794591	1.0387202520112575	0.040621361891148386
3.4	0.4233831641925707	6.349634963496349	5.302087711724793	8.771172479349332e-05	0.9908792670993978	-0.30764860748978734
3.8	0.49793274963215806	6.657665766576658	5.302238600714581	0.00023860071458159382	1.1124218404901636	-0.009372513837472174
4	0.5390424975035488	6.542694269426943	5.3020622505210095	6.225052100994333e-05	1.177040706195287	0.16231068666049808
