percentile	age	logQ	Pspin	error	mass	feh
2	0.3924524519553016	5.175517551755176	16.431779468194136	0.005779468194138104	0.5530772045071214	-0.9763699114510369
2.3	0.3924524519553016	5.272577257725772	16.426841253825536	0.000841253825537791	0.5530772045071214	-0.9763699114510369
2.5	0.39415823363236996	5.126612661266127	16.42627741392894	0.0002774139289414279	0.5980889931817669	-0.8378516714969292
2.7	0.39415823363236996	5.126612661266127	16.42627741392894	0.0002774139289414279	0.5980889931817669	-0.8378516714969292
3	0.44720386335827317	5.3150315031503155	16.42673723921113	0.000737239211130003	0.6016261158656474	-0.587487525074479
