percentile	age	logQ	Pspin	error	mass	feh
4	0.27816141502497493	6.587838783878388	7.350084212340427	8.421234042721437e-05	0.7880102987361414	-0.5134882060542288
4.2	0.2946776474628383	6.526252625262526	7.3506954979417465	0.0006954979417468365	1.0139790614986415	-0.10251095224106814
4.5	0.33933493787428437	6.756075607560756	7.350253300972204	0.0002533009722043289	0.8625600218703237	-0.4597515734549718
4.7	0.3603042214392662	6.552455245524553	7.3501688663673646	0.000168866367364906	0.8442389332474197	-0.6248577203037535
5	0.41028253517950286	7.274527452745275	7.350894488583238	0.0008944885832384841	0.9145806952739033	-0.25733912405801346
