Iteration_step	age	teff_primary	feh	Pdisk	logQ	
2	3.051102113289542	6282.348615230198	-0.11812510421031423	4.6311047011930455	8.326383596089864	
3	3.513971278539344	6126.0465855315015	-0.0680828615544849	4.708824103359183	8.164194726494472	
4	3.428240178585997	6343.988226374984	-0.1515645467033296	4.65446566890511	9.055343304912217	
5	2.8576122758430187	6436.935611580152	-0.1852162537230299	4.6087182630819745	9.04002422522804	
6	3.380941029875684	6259.298585924731	-0.20433513667191455	4.584873988995371	9.508364824434663	
7	2.6293916966530553	6337.8745316387085	-0.162738805704225	4.676266425615997	8.267305834681045	
8	4.804452560407661	6265.078860272834	-0.18125529694313258	4.6669266216221175	9.150998591178437	
9	0.034726135652898726	6371.222882504291	-0.19991957705588337	4.581679829514315	8.170263028218582	
10	0.2633475162689607	6383.6126188138405	-0.1751418908502776	4.305062625087294	10.280167222726316	
11	0.7068196914490477	6456.348896682647	-0.21943609369281786	4.292357763824972	8.877000931027379	
12	1.675981956105273	6283.5071701032375	-0.04545945980965403	4.316831689757055	8.72967588853272	
13	1.13318149586864	6426.68751802394	-0.2408319973302085	4.490884094487353	10.21118063259228	
15	4.053878819560509	6273.91727230265	-0.10394235783271828	4.298535614403494	9.334842450483071	
17	4.6058000232714	6416.8919555252805	-0.4585874297357954	4.3262218139425235	8.828352835158729	
18	1.489104743713876	6291.5373499762145	-0.3147428869333632	4.350871784563964	9.35110758302365	
19	2.08887270806937	6252.702585455376	-0.3992018312722122	4.306536799167181	9.427727057044239	
20	5.299728521904724	6124.471919050127	-0.3643242095400348	4.224145388477355	8.451807500620097	
21	1.7430804513163578	6428.966707193127	-0.28250512336737466	4.3624028539144595	8.564702567038252	
22	1.6374266363014318	6203.544123223119	-0.6188357846927116	4.480325147718127	8.05899567811779	
23	2.1010558626256497	6419.685230152329	-0.3383897387217547	4.447971808214915	9.044572826410468	
24	2.8899215961498457	6361.315120938483	-0.3124172343687256	4.2119850165036405	7.9189144384129095	
25	2.9301864646507383	6292.352121572426	-0.3849689943947424	4.125703127735554	8.120460000411367	
26	7.250961899211896	6150.141480896423	-0.37708297433407445	4.289479108449326	8.993076634227537	
27	2.5295889045420816	6409.53591458233	-0.39442828041278316	4.192990472093331	9.048337732799515	
28	2.786147867118927	6324.987098727596	-0.4382806438418181	3.9544958722401633	9.965622327336497	
29	2.4647627000904513	6337.263732983264	-0.4146949355994473	4.490143744728078	9.16469069256007	
30	2.001435720053874	6444.6395995929615	-0.44120683350567413	4.25080708136112	8.84523228971191	
31	0.8250175013154342	6471.001558466505	-0.4512711126415443	4.196904669104909	8.396900932696434	
32	2.5037374576796037	6380.41465366006	-0.40840411834365214	4.303782641118011	9.524540411105862	
33	3.0887238525227523	6292.885985713268	-0.48184555892383163	4.372761287100417	8.780411176405645	
35	0.9610995211546646	6505.100951706655	-0.15366251247503449	4.11676886639405	9.439372786863714	
36	3.4056566380004822	6440.620762158105	-0.19598041911491224	4.086992359860658	8.812379006884868	
37	3.082115905479564	6348.7142940217755	-0.23412526618968227	4.176111583212837	8.597829692054546	
38	1.9313639924040131	6510.45341093895	-0.15527822167245942	4.313107852048307	9.29198359465105	
39	1.8951137445304023	6396.771286864616	-0.09371496704612195	3.9276187887119836	9.86069641322934	
40	3.697134994326255	6158.18414871163	-0.10839687835261878	4.297981060575776	9.335784590957275	
41	2.429207493032038	6346.8612684144855	-0.11352873176130862	4.065325064522195	8.616320710147493	
42	0.6388768718231531	6374.480324669939	-0.28375958829684544	4.091964438195893	9.148739655011328	
43	3.0788694647935593	6439.682477442922	-0.23966306768179352	4.246999983389722	9.172485163960758	
45	2.870173196854961	6591.340152049305	-0.32339878685884144	4.320520489833617	8.488921354488095	
46	2.5084606496636486	6567.087393232998	-0.4970236888941487	4.217513476221053	9.05000313611188	
47	1.290561108679165	6441.877356032854	-0.33810340698652463	4.255476352901487	8.466741203600044	
48	3.7551258004385852	6562.495936233821	-0.3623598420104788	4.411822353586523	9.421384419679491	
49	2.7567749893336035	6585.043830716378	-0.30745531301493745	3.9715334943626748	8.641946061951476	
50	2.3680073590940593	6470.355198297843	-0.2024601789139694	4.087920678640817	8.18526356624493	
51	0.1670006488769441	6399.257271161611	-0.2792347525988838	4.042621552338733	9.538075664669789	
52	2.4306360662609072	6374.799686642445	-0.3277664895808693	4.269471157138868	10.22429374463545	
53	0.8650603319859337	6534.568384460629	-0.25416089062577657	4.352729291329871	9.665400355720283	
54	1.3571605774962976	6397.975173481158	-0.22684301917394167	4.0272986570766784	8.291460697182329	
55	1.8393647523431973	6458.738927086033	-0.18397638492970383	4.32732898865297	8.383998392121143	
56	3.1269343234191913	6601.439592146207	-0.32463680365849173	4.405519682059648	9.761819792028769	
57	2.0430884617693232	6408.7045289284515	-0.5625874999409827	4.375374321233853	8.91720438252644	
58	2.9261865039966852	6616.444102860108	-0.4426799520260864	4.164360090049866	8.609244900969573	
59	0.9643005946713589	6431.461421386525	-0.483070283477283	4.388783742437662	9.2514389181729	
60	1.1432891639471863	6286.856012058372	-0.13556047981811797	4.169881909783383	8.457306700343313	
61	1.3558199241320446	6435.100608980346	-0.28551997235301274	4.283139412862558	9.185479552021826	
62	2.5983642705284913	6427.880495459236	-0.27508066491467464	4.020254100680075	8.414425898599141	
63	1.8600351238603552	6484.085345238787	-0.31777450419700365	4.165196441398386	9.323459300002236	
64	2.7750532246824635	6316.075367336512	-0.3965982033402591	4.245210938205987	9.352676236486518	
65	0.20488870962418115	6514.58316702431	-0.29326868442446874	4.194614644906577	8.602815440156077	
66	0.39046642136467224	6580.595107070052	-0.2938128028239074	4.193126457592501	8.935600967478162	
67	0.5586375743206136	6316.449338144379	-0.33681030161005776	4.134211587681782	9.00544984129112	
68	0.10450676072354925	6471.29880517109	-0.365598900217618	4.073867546862718	10.025786380748023	
69	1.8380785691929011	6314.67816921833	-0.30305254562830836	4.134641132522514	9.139432756549056	
70	2.0541436338158228	6607.34465003099	-0.4274394588613001	4.236467522553984	9.218752882126443	
71	4.363941858400862	6452.250232324108	-0.33721706339462365	4.129933272147704	8.95470222504565	
