Iteration_step	age	teff_primary	feh	Pdisk	logQ	
596	6.747523331234394	5892.663211521537	-0.14823778661848638	4.297703651888314	8.75769810760914	7.217102686154787	627.2309145927429
607	6.4033479014260655	5930.479107845862	-0.27213056216365483	4.274867050750588	8.716936052347876	7.70450436702105	537.2482492923737
621	5.160883209913301	5945.912691962733	-0.1836006122996069	4.2683076996058125	8.687592401591328	7.1894710444377585	438.8329496383667
626	5.532684949331595	5913.513008081899	-0.06422411408912865	4.441408443335244	8.841817970552945	7.333861363910608	451.43989634513855
631	3.8991356947442455	6059.894346679011	-0.03159243030468008	4.392474341138228	8.991161771176968	7.525872870734379	343.63400387763977
665	2.6301363765353543	5937.433983235096	-0.10415234135864786	4.407672027596944	8.71582809302917	7.567670226005918	226.94637823104858
675	2.5986969500253942	5961.268011855148	-0.15663871841816265	4.515085858665114	8.769526119080684	8.101310203769005	219.75333213806152
679	0.8236715987067724	6000.431716187499	-0.27646414751775134	4.532909351444421	8.830560558555517	7.698964317463563	78.92147445678711
689	1.4619660718130343	5944.336440406315	-0.2770573889510584	4.579657724616334	8.590121082389048	7.936285631365492	134.25245428085327
703	1.0777425181158198	6150.553470685778	-0.1475610643156228	4.542407521871182	8.991152207517537	7.413878056777128	84.2152783870697
709	1.3334553407944187	5968.480585232667	-0.11383101228868679	4.506208589681465	8.620835310501137	7.115195487950637	119.74096918106079
710	0.9977996224327903	5886.832862520612	0.0030646585061464005	4.562154095937415	8.79919844729773	7.401137248789694	86.74704003334045
718	3.6292154269951684	6003.969203907499	-0.13543957208899693	4.473023649894944	8.883431892260027	8.145278402520297	277.0254805088043
726	6.187324139676829	5869.07805666676	-0.1369963021588835	4.353431836031695	8.764626961314345	7.532397990485167	474.23745250701904
727	6.1047039760325434	5893.364979328691	-0.19028142824036937	4.429210454818378	8.70756378406466	7.42746900516295	526.2265746593475
747	4.46000263957807	5990.964003758428	-0.16381871217066601	4.513591008537363	8.71080630036739	7.1162446344926815	421.1257348060608
752	3.5543564118235094	5926.92568252025	-0.19739373830305218	4.549114723709514	8.656481633629914	7.624530285815704	275.01965594291687
758	2.77468521713178	5781.48732217378	-0.03721364062266852	4.604443208383174	8.625176029065294	7.405314206272302	229.57205510139465
766	2.564743947957432	5696.724804018973	-0.11120283555949981	4.6454800955918465	8.52484455490409	7.651052831109759	216.2869815826416
769	2.726895936207993	5813.434823363299	-0.1216752315206196	4.625839135856829	8.698240906299915	8.195805930938919	220.34878826141357
780	4.847179747223981	5804.711100011596	-0.06720346675108721	4.6226926931835655	8.662146375877477	7.254257203898501	392.7004203796387
782	3.3740111781669917	5687.326329500896	0.07760554776849504	4.560842856583284	8.7070308375377	7.579476342692107	277.02873849868774
785	5.434250977569344	5821.55980587485	-0.06515554605365675	4.530468766484562	8.867971895163961	8.223191127312909	425.4503858089447
788	6.2161466093885585	5888.816724669341	-0.062029681066007314	4.526831760307781	8.766814359600314	6.834913750673792	484.54180693626404
790	6.748259629719933	5884.460328633391	-0.018533229966778378	4.50861586538126	8.964687640955677	7.395545112440908	538.0284035205841
816	5.520750124107268	5878.329450666941	-0.10178828045428351	4.596370778428548	8.871870574860926	8.074109245784307	457.8380300998688
831	8.367948422288633	5911.226695144196	-0.16185299284784865	4.47080586869604	8.979393056472857	7.598251341197806	730.3033664226532
834	7.538773164371525	5887.429399138365	-0.14475320049717733	4.356240222610593	8.770994609495814	7.01608357949642	689.1407475471497
843	4.898042735283813	5793.882097901751	-0.0017132286526947982	4.4476680469062675	8.917940683481177	8.439236810018008	471.72809982299805
851	3.8550123519453874	5763.762075820238	-0.12507173189759668	4.500136394442581	8.592024427769523	7.611082889243109	342.97481632232666
860	4.438043511841707	5719.539847866344	-0.18425851643962923	4.5517282589570485	8.548904302212785	7.819240889614897	394.704971075058
862	5.657469353737034	5875.348043274321	-0.11978939705363842	4.571172463983986	8.748514750042432	7.430970460277086	526.692164182663
869	3.1502939088160664	5862.371593070223	-0.056023901272127516	4.552711430338597	8.847306981757772	8.380949363059862	292.29838013648987
870	3.899060770386031	5836.602834908096	-0.019021866449580448	4.612824968366667	8.87933793174958	8.304036492610837	340.1423439979553
873	3.0797232826310985	5787.4437918750555	-0.04021256494108778	4.673004680902829	8.724660633542825	7.932162674290138	271.2565233707428
875	5.869263000344321	5799.341529512056	-0.0765022014678548	4.5455911508823865	8.673257547225603	7.157160899370058	463.5500912666321
879	5.186216418983217	5891.646786125662	-0.12738506020987425	4.658341306479185	8.722884874220368	7.36451486904514	429.61021900177
883	2.2180666661042987	5944.390260628093	-0.05149221397807273	4.690672053396941	8.770449811643218	7.624462104934551	215.865540266037
889	1.3381170607526363	5861.750751227817	0.024139157495525546	4.672311131485951	8.797796810073642	7.758955802534046	130.6369273662567
914	2.6376844765348197	5722.621550439757	-0.16445914642766285	4.614707105049403	8.547975738299417	7.953645907040962	225.10293745994568
916	0.9526720841373248	5733.601402828689	-0.23586029141999074	4.556199809722353	8.600543821488541	8.378362100763372	102.04683804512024
932	2.2655558769141457	5605.036834886896	-0.2600340035094668	4.422187012385771	8.383032200818967	7.986752162340868	192.37116169929504
940	0.8106131412442235	5599.301297764544	-0.1360687847867994	4.541908584654365	8.46004848728095	7.577741489131027	85.93905258178711
941	1.53980564793028	5662.76796772251	-0.15236582662912612	4.453847144095586	8.361199502525269	7.178581946976646	141.84963822364807
944	2.985534451284002	5729.386385824131	-0.05919284778564474	4.462656908946569	8.538670808170416	7.242790237733968	248.7990961074829
952	2.747620509839874	5738.799028439848	-0.09191793771128384	4.429998541145233	8.647574493760771	8.06977817053721	237.4722137451172
955	5.9344024299809774	5789.453210030297	-0.15625576629557525	4.455493715800898	8.617011747103804	7.401985838873868	517.7266709804535
956	6.550359810980166	5789.657016460485	-0.07168317685845188	4.456086268943785	8.759738106632435	7.503122667678502	506.67894172668457
974	6.236083397271107	5762.208675777965	-0.06097446919157429	4.491233578752011	8.717316127405011	7.456202568204628	524.5464353561401
982	7.871625651417265	5811.054162535191	-0.12224728312895922	4.526039955960787	8.859407989853198	7.92466066177179	733.7681856155396
1006	10.175733217450427	5807.235732269999	-0.16741902818142262	4.387518272297898	8.988331721407597	8.15771849991729	953.2009818553925
1023	11.411265564776201	5678.758795922743	-0.1233980806865701	4.368826623253501	8.771094752089006	7.47302660997734	1184.481199502945
1032	9.617699689846248	5513.73785344636	0.023960525788019188	4.326585144054247	8.696653930692289	7.718356327021467	1046.7339296340942
1039	8.278977074314948	5570.663696197935	-0.07656965614605624	4.252944690569503	8.579469256277777	7.561437629358811	933.2468595504761
1040	5.06105960819922	5647.749580114232	-0.05890606248000038	4.283141020035901	8.569512286716625	7.487646883143632	441.0301077365875
1042	4.965055554652509	5680.1552036114	-0.052010045063344265	4.563697445288873	8.648244105679067	7.760041246727365	387.1727485656738
1055	7.279734271544646	5779.643813374896	-0.0306449580493553	4.530721830119929	8.8748839505094	7.729323724498256	642.9632339477539
1061	4.244256107948062	5569.250539981553	0.04356896116275792	4.472686484483528	8.575642320406367	7.450323685915662	439.0899107456207
1067	3.641878743061631	5671.3712366644195	0.02890934999025564	4.649234708388453	8.604301450345101	7.298053106845243	353.42236518859863
1081	2.300389472354691	5863.843961255547	-0.13623180996903106	4.697950340911149	8.67196625996753	7.939511556181286	207.56843304634094
1088	4.3518543514573995	5921.563992329065	-0.16042029375494576	4.52145546499599	8.65751154966504	7.246314504961579	353.15265822410583
1092	3.495503708334622	5882.586959080063	-0.07611877885881843	4.423461724806211	8.766829524586555	7.79931042535223	300.4006702899933
1095	1.2268592528815465	5929.173129944314	-0.16285464372567293	4.413439822486441	8.591547875830791	7.3712499120854575	128.42966890335083
1104	2.955759017002303	5962.79279311832	-0.25687926102470454	4.3113409151727105	8.648600476914366	7.868481634785051	243.366295337677
1110	1.7310948839709905	6206.4223662583245	-0.17261346041687559	4.290166315325334	8.853838557823625	7.4800326273863345	156.04392170906067
1111	1.1527024649941893	6051.099710060833	-0.1140975456253313	4.381057081374351	9.004471873722178	8.204707176865078	129.17480421066284
1115	2.5171891984868147	6258.889082506895	-0.14834180378525275	4.540665340545909	9.074607814090802	8.15861710876495	212.29861879348755
1128	3.192561774519744	6176.45156249872	-0.06121178685033743	4.521066416533202	9.121514067115557	8.060312904968434	255.87778425216675
1173	5.2075467531105835	6041.3384063187	-0.10971264406341574	4.356440692949497	8.966403750789214	7.528546080985328	401.4817476272583
1176	2.942522262134359	6129.738399228695	-0.11482122782164499	4.4094872187140295	8.939759891440405	7.772946828179538	245.52118706703186
1221	1.2452708536576473	6194.945378977152	-0.16115697675210577	4.403563327868403	9.128398770041132	8.025276611220907	106.2790048122406
1260	1.7193192436964362	6261.994222152039	-0.050142111662122416	4.381502222312202	9.148126964271466	7.723374108578735	155.10699915885925
1283	3.2189102947970567	6258.281802340323	-0.049435530983239946	4.416500430139252	9.208853491578958	7.81130181586357	311.4315598011017
1294	3.014399277892806	6213.5279277265345	-0.0028899297850566233	4.295476862914451	9.140539649804865	7.526193244032314	248.20353412628174
1299	3.2758803341128004	6160.343738877413	-0.014754493406173443	4.320784360839414	9.082510409742282	7.518781552828244	252.26084566116333
1303	2.6815677975214482	6027.518647951422	0.09670098411407965	4.3982147741759965	9.11786972292536	8.164458238265745	221.23817682266235
1305	3.0668940137605136	6134.2284467145355	0.08914657647722217	4.334463318625845	9.239665214568387	7.985950086533255	247.91985535621643
1309	2.3572135771494356	6024.151866088397	-0.07627893942016771	4.205000080622439	8.841536432706615	7.737383455529975	316.94156980514526
1318	1.5821416897792646	6060.718611984063	-0.07056543557187774	4.191431343470005	8.705212983965815	6.896196539956837	140.2710361480713
1321	0.8446895844797915	5965.705086699406	-0.07352069025772592	4.147080598745472	8.816622042568884	7.076466866089607	79.50131058692932
1324	3.9466429396447396	5949.510306777434	-0.18527122133669766	4.107440926380133	8.732180144020427	7.783686833629255	303.20839500427246
1326	5.1562456100324505	6194.527687831715	-0.1396946927695299	4.174605939183259	9.15831715487714	7.247139195362724	396.71858739852905
1338	4.031798139341697	6229.164784770182	-0.12783978520733733	4.375351713150908	9.117945201412311	7.612513271480868	330.3729314804077
1351	4.112243317424745	6173.506614415808	-0.1337090556929902	4.343482114150205	9.108851830800724	8.074648967276566	328.7663550376892
1352	2.723850230644798	6189.860844248661	-0.02673987246011006	4.418489802749338	9.046351477343716	7.489371929085537	232.75822925567627
1356	1.5921724642924238	6224.792621856358	0.027434313314041614	4.482457421612178	9.13593397504037	7.33848240686365	155.35445952415466
1361	2.6340799142416174	6111.2597231233485	0.026167139533354786	4.4177634851816805	9.008370326004062	7.452704682829871	217.83003997802734
1364	3.169775271694579	6023.986082915361	0.07816915765850582	4.378797888308037	9.095099046735518	7.966260590574598	255.69135785102844
1380	5.387007113486099	5939.186409660747	0.05876613593322874	4.415810520414007	9.035671662858128	7.291576234414057	411.70345187187195
1382	7.396057590164782	5900.870659953549	0.018497109022985736	4.483216389795318	9.142278904346355	7.259399596603095	559.1118848323822
1396	5.742240907332885	5828.943877218906	0.016654848202513436	4.460838883549144	8.944629676543073	7.923331257063743	505.1352291107178
1397	6.4442478343534955	5849.590938812552	0.045079247581342685	4.50221531381563	8.97725460673463	7.408922167966745	563.9335906505585
1421	3.3334462945680574	5935.130535986987	-0.06972803469462609	4.628480927130709	8.74292086279568	7.353468308999184	315.9235005378723
1434	4.743013715032144	6001.0375700548175	-0.08901024333768254	4.526273509710713	8.874023101121498	7.3511829954311425	391.4192259311676
1441	3.1553402373377066	5952.860499633268	-0.00669569860583058	4.445541735672036	8.933782661027085	8.034787659910267	276.25951170921326
1442	3.3082822862963273	5894.841675647474	-0.17851053442044207	4.4166474023281435	8.673946285092342	7.8429455032631274	281.2543909549713
1458	2.2886178449574794	5849.533582419547	-0.0762923286983401	4.370595043015557	8.614542346042768	7.3260603168614296	238.73051619529724
1472	4.46762473946654	5807.498240348601	-0.118525778133484	4.519941878809863	8.661504634350223	7.637828024274605	350.8755989074707
1498	4.016443061295981	5756.532096411269	-0.018906842997108722	4.437562113505186	8.754340481418375	7.963676681872057	360.4569251537323
1500	2.659594450427277	5974.355083377218	0.13507487918397393	4.453913438228248	9.0651795583275	7.923761800370211	266.44074392318726
1513	2.967326488720029	5893.139122313873	0.14252817120181221	4.569328063442911	8.98147989776712	7.765379207963271	254.81739211082458
1521	3.766634594208649	5876.093822828926	0.1329059944486412	4.723952468473644	9.06915545805455	8.215931288506793	304.7218132019043
1522	3.1447154426551416	5933.037854757102	0.05900254437736045	4.50492425287433	8.992741325029012	8.0836659512898	275.75682950019836
1523	2.8123308775418727	6078.91364603936	-0.029686068557179077	4.538602754122459	9.056364326330405	8.282020025623458	244.48002767562866
1525	3.4413285884452263	6048.739910701335	-0.09980871046799684	4.6231811168765855	8.954509672219823	8.103801131581681	287.61046290397644
1527	3.2093509384480092	6084.130258228994	-0.059979047219343384	4.591294457280297	8.993841509327849	7.904160726920404	260.76265501976013
1532	5.58613510447442	6104.991144375313	-0.13105444511672393	4.49756038705395	9.176270694184051	8.121801023628713	438.1802041530609
1551	5.630508791276205	6072.447878081377	-0.07275292254536596	4.612711638123634	9.112249843742415	7.380702922469409	453.52557396888733
1568	4.397545821583581	6129.133260255067	-0.040096241053041104	4.682427665434291	9.106494346892271	7.368821693785343	380.61934208869934
1593	4.102602799535383	6091.137725813306	-0.07779026945175803	4.583293919900095	9.08389382505388	8.134747115243147	324.79114055633545
1633	3.6359557638264257	6075.559631948454	0.018751854686630112	4.413013035054554	9.064499570602711	7.592379166078979	329.3685576915741
1640	3.414746508911131	6058.493956646221	-0.004951581919623849	4.467468063301081	8.906781472565338	7.074065555599724	293.86645102500916
1642	4.425476134165675	6094.444471868908	-0.17728891888609496	4.466079163149409	9.003587762093897	8.262950457766362	371.488338470459
1645	4.874825971557262	6131.814226106194	-0.2511068275337912	4.586194646001872	8.939466414833667	7.917271157861343	406.7906713485718
1665	1.8318971472414391	6303.032843947005	-0.23709039460263762	4.596919290239728	8.942083461352402	7.7095414634135295	202.04773950576782
1668	1.0433477597375789	6154.345207663397	-0.1689679075010288	4.491184610436093	9.423107793945	8.150754898143308	91.39781498908997
1673	4.358543466444765	6161.731955405546	-0.03853347811150701	4.4752818873958145	9.288697483220508	8.085605642710192	357.60887575149536
1674	6.018073673962453	6158.614480946186	-0.1948038122487424	4.526295535642035	9.211938642432463	7.9721605903574035	482.5124144554138
1689	4.554247834520468	6041.645839594622	-0.08092709618753137	4.576526297325172	9.041795849678941	8.077407953036486	375.27250051498413
1704	5.976440007597723	6075.34301841649	-0.10000051576519786	4.587151022618811	9.206307565101794	7.976488957189084	500.34928035736084
1737	4.961557999297983	6159.150412193538	-0.1808299302418921	4.665616378280803	9.000796896218764	7.420966032193412	438.94541597366333
1742	3.999319356941136	6131.7762509399645	-0.1428518630187225	4.72517880876836	8.962718903514126	7.637066455002857	355.0994758605957
1744	3.065596375070462	5988.026137448893	-0.11772665511121756	4.533673094145651	8.8980005763198	8.393799919279582	292.86972665786743
1747	5.653108102769531	5980.968697490018	-0.08800150426350851	4.592559489663525	8.98741493909684	7.786271150721154	454.98365664482117
1769	4.07246049448319	6063.15905277739	-0.10686296542974126	4.5342978707106	9.008501405755538	8.133553879348948	343.9642038345337
1804	4.036798219530295	6076.016202541025	-0.08775655906173349	4.4990306007319285	9.025137706381912	7.998124459691364	321.6151020526886
1811	5.572752026770573	6114.9650679242795	-0.08955151239062277	4.414015251969307	9.168967267493427	7.344438459689104	446.2157406806946
1827	4.048215781650825	6033.97492530437	-0.00799459479326696	4.475817938104173	9.005843090164012	7.555683776882186	330.72977924346924
1865	3.144678994099246	6114.2041328394125	-0.030395192517909425	4.527980969860219	8.94111299256817	7.199932966967581	256.64922738075256
1874	2.9954151843171397	6068.7989112631085	-0.1267278506893797	4.4923733327293665	8.935258230820484	8.206212712324966	249.7650866508484
1876	1.7903290253043684	6194.2271218015485	-0.10145595448230366	4.520555584215489	8.977124234243322	7.769626782555878	167.4594922065735
1878	1.8125217300249319	6152.531519922411	-0.11661887716555469	4.417763301008155	8.958052797392165	8.0261094734645	160.58796787261963
1884	1.2508772596931286	6188.476600885051	-0.062061234712731124	4.461328979143687	9.234173742993384	7.809823428376754	103.5641222000122
1899	3.6945755019086173	6104.245564212237	0.02006745180708388	4.414109547790537	9.11414956604423	7.614066898000637	282.6881549358368
1908	4.365108218892262	5963.1289183741255	-0.03222366691018975	4.400694740875139	9.020129149860129	8.2602768382992	338.88293290138245
1909	7.413774130326448	5958.108383967738	-0.13548431373039085	4.3801722787118305	9.060465166395252	7.879939546295979	562.604216337204
1911	5.5360357986725575	5841.779111213123	-0.025201689350230788	4.399805631460991	8.868779128142796	7.7438020314569975	452.3547990322113
1915	5.861614581006131	5943.720333722169	-0.10694974503447738	4.425762464182523	8.846822419946035	7.324704760538604	499.88098645210266
1924	5.985894309925908	5833.61842587987	-0.12259025280907976	4.24554596033371	8.744068205325211	7.6210573141416775	489.7916955947876
1929	7.004562323939654	5762.531733748753	-0.12341625902934458	4.35760471415072	8.633131328459593	7.208115946340052	672.672224521637
1930	7.245846113201122	5746.509382134111	-0.004859556851713034	4.317943385571685	8.825678140968066	7.515903443209978	586.2181341648102
1939	5.063518101952303	5944.6994528056875	-0.12927015389790927	4.423267142621747	8.773879939005944	7.350773055867776	483.6288859844208
1942	4.575422162582887	5990.072475289774	-0.09897322951467044	4.439436220166988	8.870210357447984	7.550523651984247	413.01225900650024
1947	4.439215387000516	5885.563327852266	-0.1282005958987732	4.425640335113985	8.767079088406083	7.884749303886425	368.70670342445374
1957	2.6565302450431636	5947.035326305934	-0.027212684773799067	4.4731815295535835	8.818516649626668	7.6385637605599355	232.0752146244049
1973	3.7210361904394125	5911.135773542781	-0.0825108383577888	4.518043204141262	8.719005937859356	7.333249158885306	311.3689329624176
1975	4.587473165982266	5856.824703677684	-0.13543572626506276	4.49569440293103	8.65075162229045	7.371295996914723	373.2203984260559
1983	2.047503018422943	6005.627703729717	0.01351378335037412	4.563410039613111	8.985155933362021	8.199937665825097	210.00915598869324
1987	3.9026787637047664	5839.832128317581	0.055282529854897434	4.654968693847751	8.984805264480714	8.440344127583918	311.8868680000305
1992	1.8713783962237214	5887.174612191566	0.024624244618086995	4.722860753611906	8.90066648407723	8.296206355820601	174.35968136787415
