Iteration_step	Porb	eccentricity	Wdisk	logQ	primary_mass	age	feh	secondary_mass	posterior_probability	acceptance_ratio	inital_orbital_period	initial_eccentricity	current_orbital_period	current_eccentricity	current_spin	delta_e	delta_p	bad_solution_flag	gsl_flag	
2	30.47691433435475	0.3068538154425824	4.2208565533721245	7.376792413137199	0.9155613030780935	7.082243188763894	-0.019464250032376167	0.929203166493957	1.6927935606009654	0.5107308270722495	30.485647483462863	0.3070730750354724	30.47691433456506	0.30685381544442203	30.47691433456506	2.1030999164395325e-10	1.8396395518038844e-12	False	False
4	30.477299411374837	0.3069292217622031	4.016673569458383	7.4970769514012146	0.8732461457067843	9.330375019037453	-0.07892150037135834	0.8862575132778153	0.19835869031768127	0.09145705099494925	30.490148909638695	0.307151532749154	30.477299411601837	0.3069292217649894	30.477299411601848	2.27000640506958e-10	2.786271213750524e-12	False	False
6	30.477263167349214	0.30548742507476867	3.4464668955650466	8.461704766336288	1.095011758772974	8.153033656271898	0.2983389753308666	1.1113274339786912	0.3811998647326655	0.22358627216489946	30.480065715187692	0.30553949402932346	30.477263167493852	0.3054874250733789	33.73417550648992	1.44638079291326e-10	-1.389777182225771e-12	False	False
7	30.477328902714337	0.3060440514882398	4.2479517915876315	7.068301064809288	1.0880454496962937	7.580626885353406	0.12204918956396454	1.1042573268967684	0.1677282881991392	0.09837816369988828	30.532285393636474	0.3075285457968921	30.47732890238084	0.3060440514838549	20.3182192682539	-3.334967857426818e-10	-4.384936858059518e-12	False	False
8	30.477285053726924	0.3054671071396861	4.678172751980194	7.043913755959072	1.0106981875034624	7.974514410808479	-0.09159531926722903	1.025757590497264	0.0	0.0	30.534234206495732	0.3068681365766394	30.477285060647034	0.30546710720668446	20.31819004043136	6.92011070668741e-09	6.699835131129817e-11	False	False
10	30.477261100894683	0.3057657291910986	2.2779593152792335	6.74090858468591	0.9335723676392569	9.237752108250477	0.029901902409580988	0.9474825959170817	0.36884224841965985	0.22452810012612642	30.548138453999186	0.30744132532052487	30.47726110153392	0.3057657292026815	20.318174067689284	6.392362195128953e-10	1.1582901304763027e-11	False	False
13	30.476974940358332	0.30510117041488954	2.3904563780098282	5.210371143033725	0.9844099217830641	7.482332330663049	0.1017234708725952	0.9990776296176317	nan	0.8764407749088525	30.75013671011366	0.30708715510059353	29.67134811027035	0.2651558213412875	nan	-0.8056268300879807	-0.03994534907360203	True	False
15	30.476880854803543	0.3076871161339325	3.3144089957262732	4.776858434501762	0.9255628718177201	9.490373704867793	0.038219294203054754	0.9393537586078041	0.0	0.0	33.59805869068801	0.3486677375806354	30.476354656657758	0.24339280410208397	20.317569771105173	-0.0005261981457849174	-0.06429431203184854	False	False
18	30.47717329754872	0.30657285397287815	3.4338020370772124	4.573230939087286	1.1029715021694733	10.052150813254572	0.41359621318791706	1.1194057775517983	nan	0.2842068157957537	nan	nan	30.47717329754872	0.30657285397287815	nan	nan	nan	False	True
19	30.47707773379513	0.30661899100313184	2.2986108276065447	5.330423502362251	1.0254837972635389	8.44137989051924	0.0894720298969402	1.0407635058427656	nan	0.2842068157957537	30.40498351461013	0.2771651983951096	29.184140990095386	0.22183716046875884	nan	-1.2929367436997445	-0.08478183053437299	True	False
20	30.477457427965078	0.3042315342541462	3.4668053057059973	4.9825313774983835	0.880976461756241	9.775231835661765	-0.02952433786625558	0.8941030110364089	nan	0.2842068157957537	nan	nan	30.477457427965078	0.3042315342541462	nan	nan	nan	False	True
21	30.47710922645787	0.3022497819561619	3.4258225725539773	4.264536599102696	0.8732461457067843	9.330375019037453	-0.07892150037135834	0.8862575132778153	nan	0.2842068157957537	nan	nan	30.47710922645787	0.3022497819561619	nan	nan	nan	False	True
23	30.47715338806772	0.30538091020599956	2.2633262633830338	5.503933887847552	0.8951723778764202	9.948962908157581	-0.10586225462927842	0.9085104463067788	nan	0.9259545749435315	nan	nan	30.47715338806772	0.30538091020599956	nan	nan	nan	False	True
25	30.477453075529176	0.3074899010000077	3.2839265225992302	5.809406097133495	0.9148950080901858	9.395488677521938	-0.11741969191561072	0.9285269437107294	0.005187738214597813	0.008793726335153082	30.88935027342908	0.32067459700102396	30.47745307579174	0.30748990100364443	20.318302050527826	2.62563304431751e-10	3.636702050613394e-12	False	False
26	30.47732699500024	0.3046912043988047	2.804660088768454	5.958243771286249	1.043886039258625	10.184073939143143	0.34634766008190415	1.0594399412435784	0.08912192715122605	0.15107042904054663	30.9536607801081	0.3202681827655786	30.477326994457226	0.30469120439595376	20.318217996304817	-5.430145222362626e-10	-2.8509417049349395e-12	False	False
27	30.47740614605408	0.3062506404216322	2.976981380755415	5.8384564573196895	1.0252887115301315	10.316904405100697	0.297564516445603	1.0405655133319303	0.046769107736932526	0.07927823597971587	31.08982228736494	0.32596442169719014	30.477406143652285	0.30625064037580474	20.31827076243486	-2.4017943189846847e-09	-4.5827452943569824e-11	False	False
28	30.47723530375392	0.3050165457975995	3.0589602590282436	6.613772342570349	0.9699475258458714	10.098523614018818	0.2207184001588912	0.9843997439809749	0.3500136153223977	0.5933074915117569	30.571573679325855	0.30752715214195186	30.47723530373067	0.30501654579724713	20.318156869153785	-2.3248958314070478e-11	-3.523847880160247e-13	False	False
33	30.476931227994935	0.30790601353114655	2.4124459793952218	7.006410399297423	0.8760638724163037	10.875343657191756	-0.007287481817608882	0.8891172241153066	0.4577952291550611	0.27295576678939504	30.519155671486473	0.30881791615234544	30.476931227940327	0.30790601353161845	25.136326549641613	-5.46087619568425e-11	4.719002966169228e-13	False	False
37	30.47718012697605	0.3064335163687903	2.7629141913216397	6.112042763327094	0.7962408277798088	10.298367298428072	-0.21833189908715142	0.8081048161137279	1.00642013363475	0.2600110332966187	30.631094179091566	0.31045081110811856	30.47718012732565	0.30643351637294586	20.31812008488377	3.495976841350057e-10	4.155564781171961e-12	False	False
38	30.47719349754613	0.30749807684368885	2.226893810643626	6.778686460987973	0.894153797819078	9.127401957936117	-0.13166614693482087	0.9074766894065822	0.28636914865067953	0.07398415011434865	30.540736065523866	0.3089052010464643	30.477193497415573	0.3074980768403899	20.31812899827705	-1.305551222685608e-10	-3.2989722065224214e-12	False	False
39	30.477192890467393	0.30635161733795496	3.1538126361265078	7.090213738719708	0.8212917075645179	9.351774266915758	-0.20790069927915864	0.8335289540072292	nan	0.07398415011434865	nan	nan	30.477192890467393	0.30635161733795496	nan	nan	nan	False	True
40	30.477040869000888	0.3070117212622553	3.5478641187087288	7.079386476297985	0.9194673454177174	10.633363554011314	0.002886278857816553	0.9331674088644413	1.5655371190841716	0.40446023523712227	30.523407027709855	0.30801596897889877	30.47704086929652	0.307011721267009	23.34265032151578	2.956319633540261e-10	4.753697435688764e-12	False	False
43	30.477449024096547	0.305068170641805	2.245651912973154	6.498283954736137	0.9196152520131426	7.243769113610963	-0.09139221490797456	0.9333175192681384	0.01277678909981867	0.012940211347613691	30.540287585703428	0.30683893312488625	30.47744902403651	0.30506817064252684	20.31829934935768	-6.003730845804967e-11	7.218114994600455e-13	False	False
46	30.477129534455486	0.30715307302904493	2.4100014172392874	6.5984674546858475	1.1155872353213354	7.263797572301661	0.3891052112932924	1.1322094851276232	1.1360010975483186	0.8221638726980947	30.553719293517766	0.3098838910098015	30.4771295344736	0.3071530730270502	20.318086356315735	1.8115287048203754e-11	-1.9947377083440188e-12	False	False
47	30.47699932040207	0.3062829079929475	2.131961660311616	6.296529793519489	1.0880454496962937	7.580626885353406	0.12204918956396454	1.1042573268967684	nan	0.8221638726980947	nan	nan	30.47699932040207	0.3062829079929475	nan	nan	nan	False	True
48	30.47714678116419	0.3068959537439837	3.46872875835954	6.459095813350613	1.111624295230824	7.421768691777659	0.30227626354198867	1.1281874972297632	1.089000871104347	0.7881481589155475	30.60078392698424	0.31125760032039296	30.477146781969047	0.3068959537602227	20.31809785464604	8.048566257912171e-10	1.623901013658724e-11	False	False
49	30.477050406920117	0.3079383256024573	1.8049980965519299	6.387655877068628	1.039346946537871	7.489742063553757	0.1894950590555593	1.0548332160412852	0.33104525373208227	0.2395890712025615	30.586360376876815	0.3116465830095863	30.477050408050626	0.3079383256230414	20.318033605367084	1.1305090197311074e-09	2.0584089988062715e-11	False	False
52	30.47679921304323	0.3085259964136505	1.2636457034489632	5.401447795286073	0.9260025739413974	8.040669856776402	-0.11209031382123917	0.9398000122931242	0.03630954795912743	0.13735413524341114	31.348580464353358	0.33620744141508746	30.476799212029082	0.3085259963946549	20.317866141352717	-1.0141469886093546e-09	-1.8995638395580272e-11	False	False
55	30.477081600828267	0.3058113176981214	1.7279908158238275	5.124414096669788	0.9772489277487841	11.044356764987368	-0.07487451983162063	0.9918099367722409	nan	3.203523965010716	nan	nan	30.477081600828267	0.3058113176981214	nan	nan	nan	False	True
57	30.4766953682406	0.30454725248040954	2.0229345091782736	5.019627802949451	1.0094825423285523	11.052194008001932	0.06339738702249315	1.0245238322092476	nan	0.661353844521419	nan	nan	30.4766953682406	0.30454725248040954	nan	nan	nan	False	True
59	30.47694986052958	0.3036864695384876	0.9952851288883648	6.037152998143991	0.9756611465888246	11.736882835599559	0.3495519937952644	0.9901984976729981	0.2836189348722115	0.4277732402865913	30.807751027784864	0.3141269926930649	30.476949863879856	0.3036864695944824	20.317966575919904	3.3502765006687696e-09	5.5994819891935776e-11	False	False
63	30.476741112608895	0.30347093205657966	0.25025070820510237	5.7487190047664845	1.0292240634739007	10.610645251940639	0.16596595357443794	1.0445595020196619	0.0	0.0	31.715549023942774	0.3388183940054203	30.47002187512773	0.30141659511029456	20.313347916751827	-0.0067192374811639866	-0.0020543369462850958	False	False
65	30.47680579923415	0.3049415335975696	0.8955902427979584	5.111339012285074	1.0255529009783002	10.425138017094861	0.14098838429739977	1.0408336392028767	nan	0.9157534915409723	nan	nan	30.47680579923415	0.3049415335975696	nan	nan	nan	False	True
66	30.476745603948608	0.30341304735596625	1.123807068110711	6.677197006975489	1.0027295596838937	10.3650621315169	0.1132068874138534	1.0176702301231837	0.01478033599132292	0.043733115703238006	30.60814093976935	0.30703380009702597	30.476745603480428	0.3034130473493759	20.317830402320286	-4.681801613060088e-10	-6.5903393853261605e-12	False	False
67	30.476927785378646	0.3045969257486761	1.7565707374566573	5.797377542478318	1.0088774699100576	10.00116948135201	0.0993247537238319	1.0239097442117173	nan	0.043733115703238006	30.836006535350347	0.31635049628888157	30.076096101996807	0.2906894070592448	nan	-0.4008316833818384	-0.013907518689431297	True	False
74	30.477303268191786	0.3069389445900314	2.007075265703911	7.483353530579224	0.8953691205692164	10.903004112426196	0.06555805280000243	0.9087101204656977	0.19678156464350977	0.4165402119269934	30.494386211821546	0.30725221703653094	30.47730326810019	0.30693894458878196	30.477303268100183	-9.159606406683451e-11	-1.2494449919131512e-12	False	False
76	30.477228556925063	0.30756080577406547	2.685953133298922	7.169347575395176	0.8505706657417914	10.578652264060263	-0.15762659941541082	0.863244168661344	nan	15.029569451856212	nan	nan	30.477228556925063	0.30756080577406547	nan	nan	nan	False	True
78	30.477073696215935	0.3091339751738158	2.394805086767633	5.84313799280017	0.8766707607850558	11.777711313119154	0.004002577586659492	0.889733155120753	0.02076607616056444	0.0470367662146399	30.888901815610417	0.3216487962380021	30.47707318349814	0.3091339640579839	20.31804878899876	-5.12717797107598e-07	-1.1115831921593156e-08	False	False
80	30.476952217405533	0.3083367333636459	1.28090140977132	6.565978068755634	0.8732113431989806	11.648237574130325	-0.043204643993932784	0.8862221922126454	0.18527708031447254	0.09868516503383956	30.59840656878098	0.3111157119766317	30.47695221631161	0.30833673335147066	20.317968144207743	-1.0939231742668198e-09	-1.217526079955178e-11	False	False
81	30.47670045234388	0.307206004178221	1.6952874328822989	7.304141288913359	1.019854322207182	11.1282616331747	0.21848524233207567	1.035050151608069	0.18352701867547314	0.09775301993866149	30.53033353399238	0.30835435767690084	30.476700451904726	0.3072060041746836	22.318393306859598	-4.391544905502087e-10	-3.537448112211905e-12	False	False
82	30.4769641257917	0.30767500936945164	1.978738970341111	6.956203442998839	0.9444652507274861	11.523459732569652	0.12717569320304986	0.9585377829633256	0.6659246813158373	0.35469517850895815	30.551834544114914	0.3092918792694654	30.47696428602436	0.3076750109187994	20.31797619068291	1.6023265914100193e-07	1.5493477611983053e-09	False	False
83	30.47719176705769	0.30713279770263924	1.8428936281127988	7.537979259354553	0.975395091356255	11.061325604286676	-0.019355077434546508	0.9899284782174631	nan	0.35469517850895815	nan	nan	30.47719176705769	0.30713279770263924	nan	nan	nan	False	True
87	30.47732894105489	0.30677914545454826	1.0594219233520121	6.61433338959313	1.0100217044560487	10.15871267507654	0.21654833330201212	1.0250710278524438	0.11931042530903695	0.15663379441182051	30.598796350189815	0.31018956155645805	30.47732894131159	0.30677914545749174	20.31821929420773	2.567013268617302e-10	2.9434787940374463e-12	False	False
88	30.477296352809145	0.3071427929130988	0.09647289729870223	6.354342614204198	0.8825382646187964	11.111477689771037	-0.03478885615803334	0.8956880847616163	nan	0.15663379441182051	nan	nan	30.477296352809145	0.3071427929130988	nan	nan	nan	False	True
89	30.47718867505109	0.3079428360642814	0.8518332630095752	7.169494698390689	0.9756611465888246	11.736882835599559	0.3495519937952644	0.9901984976729981	0.4060700938878412	0.5330992613434191	30.521297019947347	0.3089015950478902	30.477188675778795	0.30794283607273737	24.056244261636415	7.277058955423854e-10	8.455958155906274e-12	False	False
90	30.477207003983757	0.3057872874580708	0.36185965709265255	6.8192668406890435	0.9725844937490878	10.120282345089413	0.09296271834558974	0.9870760027059492	0.0	0.0	30.565909434061517	0.30789730615597993	30.477207004307573	0.30578728746388334	20.318138002871713	3.2381564096795046e-10	5.812517134273776e-12	False	False
93	30.477409368404356	0.3066241538501902	0.47377405586354976	8.908874245335962	1.0027295596838937	10.3650621315169	0.1132068874138534	1.0176702301231837	0.001202435063379543	0.0023389295631455233	30.47910901877584	0.3066481094252695	30.4774093684347	0.30662415385051656	44.730383553826975	3.034372753063508e-11	3.2635005808856477e-13	False	False
94	30.47729101508447	0.3058614505571226	1.2343915380510362	8.661907932870458	0.8818684700840297	10.46640641135275	-0.06751176024865296	0.8950083102882816	0.00386247606416108	0.007513137073712194	30.478678287660305	0.3058809326168067	30.477291015114425	0.3058614505573855	47.113332784370975	2.9952929025967023e-11	2.6290081223123707e-13	False	False
95	30.47708507235711	0.30581444783807604	0.1927108919220712	6.814897532596439	0.8725224547830139	10.831924841593978	-0.10151812725383934	0.8855230393592808	0.0	0.0	30.5507624393929	0.307372515936847	30.477085072514473	0.30581444783920375	21.011830747759202	1.573638996887894e-10	1.1277090372630028e-12	False	False
96	30.477366639945124	0.30629383943787997	0.05722477855593816	7.168876778789788	0.9360793807120527	10.711853110151287	0.022291767152731443	0.9500269634846622	0.0	0.0	30.530238217979676	0.30734799092363524	30.47736663992181	0.3062938394376575	24.062289250624563	-2.3312907160288887e-11	-2.2248869413488137e-13	False	False
97	30.477224418666346	0.3060484779724357	-0.17022595054791623	8.543967120726492	0.9730384788455047	10.234711996607507	0.11240711858819026	0.9875367521803026	0.0	0.0	30.481044942111694	0.3060933965721338	30.477224418666346	0.30604847797243295	-57.12708604897746	0.0	-2.7200464103316335e-15	False	False
98	30.477215282054495	0.30370141656015315	0.24764077505345417	7.557349530249724	1.0497736035797622	11.22613108470469	0.39334130829507635	1.0654152302731006	0.0	0.0	30.504593388569525	0.30431018186882036	30.47721528154691	0.30370141655551713	28.472353019741522	-5.075833087175852e-10	-4.6360137950784974e-12	False	False
99	30.477075850070932	0.30582653559918854	0.9714968884991229	8.544927604262773	0.993716529383273	11.583420974536867	0.14608330614249757	1.0085229056710838	0.165419934781738	0.32176837450762735	30.48174153579899	0.30589042217172807	30.47707585002625	0.3058265355992853	43.4488080972226	-4.46824799382739e-11	9.675593659608239e-14	False	False
100	30.4770280976701	0.30374655854687244	0.868901016630074	7.751341816316999	0.9308645323602076	9.94670149922024	0.08822525869930381	0.9447344138923747	0.1874933074082627	0.3647046339089466	30.487924056842697	0.3039152472337729	30.47702809777598	0.3037465585484787	30.477028097775985	1.0588152576929133e-10	1.6062706720276765e-12	False	False
101	30.4774096979648	0.3062621733632598	0.015270109417357014	8.07603433081026	0.9521720898787043	10.70155831591861	-0.09822921101804889	0.9663594540178969	0.0	0.0	30.493134968773333	0.3064517475563785	30.47740969796475	0.30626217336325695	37.42116223244384	-4.973799150320701e-14	-2.831068712794149e-15	False	False
102	30.47707431078988	0.30308616666790117	0.9486134271030864	8.876894825958555	0.968942734039926	11.094109125729059	-0.07254353889434806	0.9833799807771209	1.6791629308019548e-09	3.266241928401828e-09	30.48000785621562	0.3031244592382495	30.477074310792577	0.3030861666686302	65.98956683498402	2.6965096822095802e-12	7.29027949120109e-13	False	False
103	30.47709697724473	0.304264403765993	1.1454400518740373	8.84557134654504	0.9131759209687329	10.84464321474576	-0.07871771594736661	0.9267822421911669	0.003874671238782405	0.007536858649469782	30.47841387502957	0.30428251134720896	30.477096977243615	0.3042644037659855	47.912137170425986	-1.1155520951433573e-12	-7.494005416219807e-15	False	False
104	30.477394890701795	0.3060209981034045	0.504725813132991	8.49896207756244	0.9170906923951707	10.678491764030737	0.142835431746194	0.9307553437118586	0.003477905971488465	0.006765086400334853	30.47946668338333	0.306051017106887	30.47739489069698	0.3060209981033411	43.359907198070495	-4.813927034774679e-12	-6.339373470609644e-14	False	False
109	30.47682843893854	0.30683088871008024	1.3060268799382304	7.88015193726241	0.8997004470564287	10.8545909105666	-0.02343915728809212	0.9131059837175695	0.6284664443287434	0.34875868638820223	30.486766881430736	0.3069707281211102	30.476828438959778	0.3068308887104189	33.84162597205906	2.1238122371869395e-11	3.38673533661904e-13	False	False
