 4043443	 119.840	 42.379	      	
 4044005	  17.512	 11.831	11.552	12.811
 4049124	   4.804	  5.599	 5.519	 5.794
 4054905	 274.709	 87.006	      	
 4055092	  76.453	 28.607	      	
 4058169	 282.536	142.198	      	
 4059656	   4.059	       	      	
 4066203	   0.363	       	      	
 4069063	   0.504	  0.511	      	
 4069213	   5.194	       	      	
 4070376	   1.635	       	      	
 4073678	   0.288	 34.083	      	
 4074532	   0.353	       	      	
 4074708	   0.302	       	      	
 4075064	  61.423	 23.396	20.477	24.655
 4076952	   9.761	       	      	
 4077442	   0.693	       	      	
 4078157	  16.025	  6.477	      	
 4078693	   2.757	  2.554	 2.808	 2.826
 4079530	  17.727	 17.287	      	
 4144236	  22.913	 23.703	      	
 4149684	   4.321	  4.250	 4.218	 4.349
 4150390	  55.251	108.319	      	
 4157488	   5.197	       	      	
 4159347	  12.284	  4.720	 4.515	 4.642
 4164393	  49.613	 49.490	      	
 4165960	  13.549	 17.982	      	
 4169521	   1.173	       	      	
 4174507	   3.892	  3.944	 3.921	 3.962
 4178389	  23.211	 13.813	13.810	14.318
 4241946	   0.284	       	      	
 4245897	  11.258	       	      	
 4247023	  47.191	 48.242	      	
 4247991	 104.350	 12.812	      	
 4249218	   0.316	       	      	
 4252226	  21.859	 12.281	11.889	12.644
 4252322	  14.592	 17.348	13.512	15.387
 4255422	 165.406	166.595	      	
 4263529	  10.104	 15.713	15.804	16.035
 4275739	   4.344	  4.312	 4.249	 4.316
 4276114	   3.722	  3.780	      	
 4281895	   9.544	  9.542	      	
 4285087	   4.486	  4.516	 4.524	 4.573
 4346875	   4.694	  4.924	 4.759	 4.867
 4349483	   0.509	       	      	
 4352168	  10.644	 10.503	10.188	10.784
 4357272	   2.086	  2.064	 2.048	 2.061
 4358206	   0.951	  0.960	      	
 4360072	1087.300	  1.635	      	
 4365442	   1.714	 48.448	      	
 4365461	   3.429	       	      	
 4366923	 646.290	  3.576	 3.635	 3.651
 4367544	   2.391	 12.934	      	
 4372705	   1.279	       	      	
 4372765	  15.640	 15.632	      	
 4375101	  61.260	 60.606	      	
 4376644	  27.678	 11.300	      	
 4380283	   1.745	  1.737	 1.733	 1.736
 4386047	   2.901	  2.942	      	
 4445630	   5.628	 11.259	      	
 4451148	   0.736	       	      	
 4454219	   2.451	  2.289	      	
 4455763	   0.766	  0.756	 0.764	 0.766
 4456622	   1.503	  5.721	 5.472	 5.593
 4464999	   0.434	       	      	
 4466691	   0.483	       	      	
 4473933	 103.593	 67.043	68.277	72.218
 4474637	   3.887	       	      	
 4476900	   0.280	       	      	
 4480676	   1.424	  1.410	 1.421	 1.422
 4484356	   1.144	  1.144	      	
 4540632	  31.005	  9.420	 9.361	 9.676
 4544587	   2.189	       	      	
 4547067	   0.408	       	      	
 4547480	   4.427	  4.598	 4.308	 4.353
 4551328	   1.044	 18.799	      	
 4554004	   0.743	       	      	
 4563150	   0.275	       	      	
 4569590	  41.370	 41.031	      	
 4570326	   1.122	       	      	
 4571536	   0.677	  5.926	      	
 4574310	   1.306	       	      	
 4578594	 252.155	 64.223	      	
 4579321	   2.112	  2.105	 2.087	 2.117
 4586482	 623.000	117.452	      	
 4633434	  22.271	 22.252	      	
 4638237	 290.140	120.109	      	
 4639868	  53.101	 17.920	16.724	17.812
 4647652	   1.065	       	      	
 4649324	   1.036	       	      	
 4649440	  19.371	 83.982	      	
 4651526	   0.298	       	      	
 4659255	 198.013	197.245	      	
 4660997	   0.563	       	      	
 4661634	  73.894	 73.561	      	
 4663623	 358.100	180.143	      	
 4665989	   2.248	       	      	
 4669592	   0.378	       	      	
 4670267	   2.006	       	      	
 4671584	   5.593	 16.960	      	
 4677321	   1.572	       	      	
 4678171	  15.289	 23.376	20.287	25.667
 4679687	   1.028	  1.022	 1.026	 1.029
 4681152	   1.836	       	      	
 4729553	   0.961	       	      	
 4736208	  63.682	192.485	      	
 4737267	   9.524	  9.277	      	
 4737302	   9.456	       	      	
 4739194	   1.247	       	      	
 4739791	   0.899	       	      	
 4740676	   3.454	       	      	
 4743508	   2.086	  2.084	 2.072	 2.077
 4751083	   4.532	  4.577	 4.408	 4.541
 4753988	   7.304	  6.048	      	
 4757331	   2.362	  2.350	 2.346	 2.382
 4758368	   3.750	       	      	
 4760746	  15.068	  1.757	      	
 4769799	  21.929	       	      	
 4773155	  25.706	 20.311	18.990	21.017
 4815612	   3.857	  3.678	 3.702	 3.785
 4824268	 152.151	150.759	      	
 4826439	   2.474	       	      	
 4832197	   1.895	  1.921	      	
 4839180	   8.853	 11.545	11.029	12.376
 4840263	   1.916	  1.900	 1.883	 1.892
 4840327	  26.737	 23.989	      	
 4840818	  10.050	 13.098	12.644	13.735
 4843592	   0.484	  1.369	      	
 4847832	  30.960	 28.791	      	
 4847843	  30.960	 17.062	16.319	17.776
 4848423	   3.004	       	      	
 4850874	   1.776	       	      	
 4851217	   2.470	       	      	
 4851464	   5.548	  2.513	      	
 4852055	   2.415	       	      	
 4859432	   0.385	       	      	
 4862625	  20.000	  2.616	      	
 4902030	   1.758	  1.757	 1.738	 1.759
 4908495	   3.120	  3.085	      	
 4909422	   0.395	       	      	
 4909707	   2.302	       	      	
 4912589	  68.377	 11.075	11.008	11.141
 4912991	   4.443	  4.209	 4.140	 4.228
 4928119	  44.639	 13.691	      	
 4929299	   0.869	 23.764	21.966	29.026
 4931073	  26.951	 26.686	      	
 4932348	  38.037	 37.618	      	
 4932691	  18.112	       	      	
 4935914	   3.486	  3.474	 3.354	 3.450
 4936680	   0.666	       	      	
 4936990	  10.315	 12.138	      	
 4937143	   9.849	 49.020	      	
 4937217	   0.429	       	      	
 4940201	   8.817	 10.646	10.296	11.049
 4940438	   9.086	       	      	
 4941060	   0.303	       	      	
 4945035	   1.175	 24.582	      	
 4945857	   0.335	       	      	
 4946584	   0.454	  2.329	 2.267	 2.359
 4946680	   8.665	 34.369	      	
 4947528	   0.497	       	      	
 4947726	   4.726	  4.495	 4.401	 4.607
 4948863	   8.644	  8.439	      	
 4949770	   1.564	       	      	
 4950557	  24.715	 99.164	      	
 4990977	   2.649	  2.636	      	
 4991959	   0.361	       	      	
 4999260	   0.378	       	      	
 4999357	   0.990	       	      	
 5000179	   3.633	       	      	
 5003117	  37.609	112.671	      	
 5005618	 340.967	 46.793	      	
 5014753	   3.171	  3.637	 3.622	 3.688
 5015913	   2.360	  2.186	      	
 5015926	   0.363	       	      	
 5016163	   5.246	  5.149	 5.213	 5.324
 5017058	   2.324	       	      	
 5018787	   0.607	  0.593	      	
 5020034	   2.119	       	      	
 5021174	   4.045	  4.271	 4.170	 4.216
 5021732	  15.040	 20.720	      	
 5022440	   3.694	  3.821	 3.603	 3.734
 5022908	   0.637	       	      	
 5023948	   3.649	  3.555	 3.593	 3.656
 5024292	   4.301	  2.268	 3.077	 3.137
 5024447	 771.830	 23.478	      	
 5024450	   3.052	  2.983	 2.974	 2.998
 5025294	   5.463	  3.433	      	
 5035972	  49.267	 99.185	      	
 5036538	   2.122	  2.125	      	
 5036966	  62.735	 62.934	      	
 5039441	   2.151	  2.186	      	
 5041569	   2.535	 20.863	      	
 5041843	   0.457	       	      	
 5041975	   2.960	       	      	
 5077629	   7.919	 12.056	11.979	12.359
 5077994	   0.696	       	      	
 5078879	   1.039	  0.899	      	
 5080652	   4.144	  4.536	 4.693	 4.750
 5088735	   0.508	  0.490	      	
 5090690	  24.023	       	      	
 5091614	  21.142	 21.128	20.101	22.330
 5095269	  18.612	 37.394	      	
 5097446	   1.288	       	      	
 5098444	  26.949	 23.499	      	
 5103998	 174.770	  4.046	 3.933	 3.948
 5104097	   0.275	  4.904	      	
 5107226	 310.916	 17.328	      	
 5110423	   5.370	  5.354	      	
 5112567	   1.616	       	      	
 5113053	   3.185	  3.147	 3.058	 3.191
 5115178	  12.852	 13.323	      	
 5122112	   3.055	  3.188	 3.205	 3.242
 5123176	   0.708	       	      	
 5127005	   1.621	       	      	
 5128972	   0.505	       	      	
 5130380	  19.983	 39.968	      	
 5130740	 210.303	  5.681	 5.521	 5.960
 5166136	   0.234	       	      	
 5174346	   0.351	       	      	
 5174677	  43.543	  2.411	      	
 5179609	  43.931	 43.217	      	
 5181455	   5.580	  5.844	 5.476	 5.589
 5181804	   4.351	  4.352	 4.324	 4.487
 5193386	  21.378	 25.767	25.554	27.349
 5196301	   1.910	       	      	
 5199426	  78.604	 78.690	      	
 5201619	   0.507	       	      	
 5211385	   1.661	       	      	
 5211470	   4.809	  4.822	      	
 5215700	   1.312	       	      	
 5215999	   2.531	       	      	
 5216727	   1.513	  1.512	 1.501	 1.513
 5217586	  26.069	 11.136	      	
 5217733	 161.252	  1.635	      	
 5217781	 564.407	 63.487	      	
 5218014	  10.845	 69.536	      	
 5218385	   0.282	       	      	
 5218441	   3.614	  1.778	      	
 5255552	  32.449	 11.361	      	
 5263802	   6.701	       	      	
 5264304	 120.580	120.314	      	
 5266937	   5.917	       	      	
 5269407	   0.959	  0.960	 0.950	 0.954
 5282049	   5.910	  8.746	 8.536	 8.982
 5282464	   0.496	       	      	
 5283839	   0.315	       	      	
 5284133	   8.785	       	      	
 5285607	   3.899	       	      	
 5286786	   9.949	 12.791	      	
 5287983	   2.507	  2.472	      	
 5288543	   3.457	  3.372	 3.453	 3.465
 5290305	   0.621	       	      	
 5294739	   3.736	       	      	
 5296276	   1.892	       	      	
 5297298	  34.194	 68.923	      	
 5300878	   1.279	  1.267	 1.274	 1.279
 5302006	   0.151	       	      	
 5306720	  27.365	  2.861	      	
 5306862	   2.026	       	      	
 5308778	  40.565	 39.130	      	
 5309353	   1.376	 44.034	      	
 5310435	   4.931	       	      	
 5343976	   4.331	  4.414	      	
 5347537	 345.184	 23.622	      	
 5347784	   9.584	 10.319	10.112	10.278
 5353374	   0.393	       	      	
 5353653	   0.369	       	      	
 5356593	  45.978	  8.725	      	
 5357682	   0.718	       	      	
 5357882	   0.387	       	      	
 5358200	   0.536	       	      	
 5359678	   6.231	  6.212	 6.236	 6.390
 5369827	   3.607	 12.301	      	
 5370302	   3.904	  4.005	 3.889	 4.072
 5372966	   9.286	 19.923	17.475	19.918
 5374999	   0.458	       	      	
 5376552	   0.504	       	      	
 5376836	   3.479	  3.617	      	
 5377349	   1.117	       	      	
 5384713	  60.327	 20.311	      	
 5384802	   6.083	  7.520	      	
 5385723	  12.445	 12.341	      	
 5390351	   0.547	       	      	
 5392897	  42.399	 82.348	      	
 5393558	  10.217	  9.543	 9.437	 9.917
 5394544	   0.432	  0.409	      	
 5396122	  15.444	  2.820	      	
 5425950	   0.378	       	      	
 5435816	 181.852	178.610	      	
 5439790	   0.796	       	      	
 5444392	   1.520	       	      	
 5450814	   6.488	  6.702	      	
 5456023	 131.978	133.390	      	
 5460835	  21.539	 21.537	      	
 5461570	   0.508	       	      	
 5462901	   5.271	  5.946	 5.912	 6.007
 5471619	   0.963	       	      	
 5473556	  11.259	 16.899	      	
 5474733	   0.884	117.841	      	
 5475624	   1.070	       	      	
 5475712	   2.992	       	      	
 5477805	   5.007	  9.665	      	
 5479973	   1.795	       	      	
 5481426	   4.768	 14.569	      	
 5513861	   1.510	       	      	
 5524325	   0.625	       	      	
 5527172	   3.184	  3.188	 3.122	 3.175
 5529643	   0.760	 34.145	      	
 5530881	   5.083	  5.640	      	
 5534702	   1.025	       	      	
 5534814	   9.719	 12.178	12.153	12.527
 5534965	 243.821	 82.817	      	
 5535061	   0.463	       	      	
 5535280	  74.985	 74.910	      	
 5546761	  17.671	  4.414	      	
 5553624	  25.762	 14.099	13.118	15.648
 5553652	  24.328	179.325	      	
 5560831	   0.868	       	      	
 5563300	  71.055	120.191	      	
 5565486	   2.825	       	      	
 5597970	   6.717	  7.826	      	
 5598639	   1.298	       	      	
 5606644	   0.862	       	      	
 5608566	   4.397	  4.986	      	
 5610698	   4.133	       	      	
 5611561	   0.259	       	      	
 5611763	   0.362	       	      	
 5615528	   0.339	       	      	
 5615815	   0.674	       	      	
 5617953	   0.299	       	      	
 5620981	   0.334	       	      	
 5621294	   0.939	       	      	
 5622250	  16.294	113.509	      	
 5623774	   1.134	 26.421	      	
 5623923	   1.209	       	      	
 5629353	  33.325	  4.700	      	
 5630212	  47.585	 30.262	      	
 5632781	  11.025	       	      	
 5636642	   0.933	  0.899	      	
 5640750	 987.300	 90.460	      	
 5642620	   0.987	 23.622	19.650	25.007
 5643492	  41.865	  8.868	 8.582	 9.252
 5647008	   0.800	  0.797	 0.799	 0.800
 5648449	   4.349	 17.879	      	
 5649206	   4.893	  4.781	 4.798	 4.842
 5649325	 391.100	113.059	      	
 5649956	   2.416	  2.411	      	
 5652260	   8.929	 11.565	10.953	12.120
 5652983	 498.375	 49.000	      	
 5653126	  38.497	 77.014	      	
 5685072	   0.256	       	      	
 5696909	   0.643	  0.490	      	
 5699617	   0.289	       	      	
 5700330	  53.220	       	      	
 5702939	  18.398	 40.172	      	
 5716244	   1.330	       	      	
 5716763	   0.641	  1.246	      	
 5728139	  10.668	 23.744	      	
 5728283	   6.198	  6.069	      	
 5730394	   5.519	  6.457	 6.285	 6.665
 5731312	   7.946	 15.611	      	
 5735878	  16.832	       	      	
 5736461	   7.346	  7.029	 6.675	 6.739
 5737474	   0.398	       	      	
 5738506	   9.501	 16.122	      	
 5738698	   4.809	       	      	
 5768927	   4.391	  4.516	 4.465	 4.660
 5770431	   0.392	       	      	
 5770860	   0.738	       	      	
 5771589	  10.739	 14.487	14.581	14.752
 5771719	  12.265	 16.674	14.928	17.848
 5773205	   0.267	       	      	
 5774375	   1.550	       	      	
 5779852	 504.156	  7.417	      	
 5781192	   9.460	 11.422	      	
 5783368	   1.864	       	      	
 5785551	   0.267	       	      	
 5785586	   0.460	  0.450	 0.459	 0.460
 5786154	 197.921	192.526	      	
 5786545	   0.281	       	      	
 5790912	   0.383	       	      	
 5791886	   0.325	       	      	
 5792093	   0.601	       	      	
 5795648	   4.553	  4.475	 4.434	 4.577
 5796185	  42.559	 14.161	13.502	15.031
 5796675	  16.081	 17.266	16.901	17.234
 5801571	   1.677	 15.305	      	
 5802285	   2.417	 24.152	 2.403	 2.430
 5802470	   3.792	  3.842	 3.778	 3.851
 5802486	   2.148	  1.982	      	
 5807579	  17.844	 16.592	      	
 5809827	   1.222	       	      	
 5809868	   0.439	       	      	
 5816806	   4.455	 27.606	      	
 5817566	   8.412	       	      	
 5858519	   4.183	 42.664	      	
 5866099	  36.977	 30.058	23.980	27.349
 5866104	  36.976	119.250	      	
 5866138	 342.300	142.361	      	
 5871918	  12.643	 12.567	12.447	12.608
 5872150	  20.355	181.737	      	
 5872506	   2.126	       	      	
 5876360	   1.051	  1.042	 1.048	 1.053
 5876805	  18.173	 90.828	      	
 5878081	   0.591	       	      	
 5878836	   0.355	       	      	
 5880320	  12.110	  4.005	      	
 5881838	   0.300	       	      	
 5887316	   0.603	  0.593	 0.603	 0.603
 5897826	  33.804	 33.409	      	
 5903301	   2.320	       	      	
 5942093	  14.387	 14.446	      	
 5952403	   0.906	       	      	
 5955321	  11.638	  5.088	 4.968	 5.134
 5956588	   0.273	       	      	
 5956776	   0.569	       	      	
 5957123	   2.823	       	      	
 5961327	   0.299	       	      	
 5961350	   5.263	       	      	
 5962514	   1.580	       	      	
 5962716	   1.805	       	      	
 5965819	   8.240	  2.105	      	
 5966237	   0.398	       	      	
 5979863	  16.622	 17.552	      	
 5980800	   0.414	       	      	
 5982353	  19.563	 15.754	      	
 5983348	  25.151	 24.479	      	
 5983351	   0.321	       	      	
 5983532	 147.288	 29.690	25.296	29.816
 5984000	   0.323	       	      	
 5986209	  23.738	 18.309	16.836	19.454
 5990753	   7.217	 51.472	      	
 5991936	   0.807	       	      	
 5992270	  58.431	 11.095	10.980	11.113
 6023859	  27.010	 14.446	13.800	15.804
 6024572	   0.415	       	      	
 6025124	  26.838	  9.195	 7.015	 7.089
 6025466	   1.128	  1.124	 1.112	 1.115
 6028860	   0.844	  0.797	      	
 6029130	  12.592	 17.246	17.319	17.651
 6029214	   0.819	       	      	
 6041734	  24.340	 10.769	10.576	11.113
 6042031	   0.537	 39.212	      	
 6042116	   5.407	       	      	
 6042214	  27.046	 15.203	      	
 6042663	  30.972	 61.689	      	
 6044064	   5.063	  5.068	      	
 6044543	   0.532	       	      	
 6045264	   0.909	       	      	
 6046061	   0.297	 16.613	      	
 6047498	   1.037	  2.023	      	
 6048024	  62.816	  4.107	 3.696	 3.856
 6048106	   1.559	       	      	
 6050116	   0.240	       	      	
 6056992	  10.431	  7.499	 7.280	 7.692
 6058614	   1.731	  1.716	      	
 6058875	   1.130	  1.124	 1.120	 1.122
 6060580	   2.313	  2.309	      	
 6061139	   0.322	       	      	
 6063448	  76.018	       	      	
 6066379	   1.304	       	      	
 6067735	   0.446	       	      	
 6072578	   0.270	       	      	
 6103049	   0.643	  0.633	 0.642	 0.643
 6106771	   0.264	       	      	
 6109688	  14.087	       	      	
 6118779	   0.364	       	      	
 6124941	   5.670	 46.119	      	
 6128027	   5.456	  6.334	 6.242	 6.326
 6128141	   1.873	  1.839	 1.870	 1.877
 6128248	   0.292	       	      	
 6131659	  17.528	  2.677	      	
 6137704	 178.268	177.016	      	
 6145939	  17.745	       	      	
 6146838	  27.467	 54.844	      	
 6147122	  15.451	       	      	
 6147573	  25.837	 25.154	      	
 6148271	   1.785	  4.925	      	
 6153219	   0.530	       	      	
 6153672	   3.364	  3.412	 3.329	 3.392
 6182019	   3.665	  4.046	 3.945	 4.023
 6182849	   6.399	  6.906	 7.384	 7.428
 6185717	  11.702	 12.199	      	
 6187341	   0.985	 34.491	      	
 6187893	   0.789	       	      	
 6191574	   1.035	  1.042	 1.033	 1.035
 6191945	   6.807	  7.499	      	
 6197038	   9.752	  9.726	      	
 6200709	   3.724	  4.271	 4.228	 4.264
 6205460	   3.723	       	      	
 6206751	   1.245	       	      	
 6209347	   2.137	  2.125	 2.089	 2.116
 6213131	   0.561	       	      	
 6220470	   8.144	       	      	
 6220497	   1.323	       	      	
 6224853	   0.536	       	      	
 6227560	   4.804	  4.986	      	
 6228703	   8.400	       	      	
 6231401	   6.092	  6.069	 6.055	 6.161
 6233466	  15.873	 78.854	      	
 6233903	   5.991	  5.926	      	
 6268648	 503.250	 11.790	      	
 6268722	   2.638	  2.697	 2.661	 2.694
 6279974	   0.805	  1.594	      	
 6283224	   0.766	  0.756	 0.763	 0.769
 6286155	  14.542	 43.707	      	
 6286161	  14.542	 14.671	      	
 6290382	   6.128	       	      	
 6301030	  11.991	 10.482	      	
 6302051	   0.666	       	      	
 6302592	   1.578	       	      	
 6305192	   8.025	  9.093	 8.793	 9.498
 6307062	  75.379	       	      	
 6307083	 376.940	 23.785	21.966	24.552
 6307537	  29.745	 78.179	      	
 6311637	   1.621	  1.614	 1.613	 1.616
 6311681	   0.845	  0.879	      	
 6312521	   3.016	  2.983	 2.973	 3.018
 6314173	   1.433	       	      	
 6344429	   0.408	       	      	
 6350020	   0.242	       	      	
 6353203	   0.509	       	      	
 6359798	  14.154	  3.412	 3.407	 3.436
 6362386	   4.592	       	      	
 6363494	   1.816	       	      	
 6365321	   0.848	  1.573	      	
 6367628	   3.780	       	      	
 6370120	   1.355	 19.616	18.766	20.078
